COD_INDICADOR;COD_UNIDAD;COD_AREA;COD_SEC_ECO;COD_NORMA;COD_HITO;NOMBRE_ACTIVIDAD;PRODUCTO ESPERADO;UNIDAD DE MEDIDA;CMI;CLASIFICADOR RELACIONADO;CODCLASIFICADOR;NOMCLASIFICADOR;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;ENE_E;FEB_E;MAR_E;ABR_E;MAY_E;JUN_E;JUL_E;AGO_E;SEP_E;OCT_E;NOV_E;DIC_E
64;829;2957;33;;;SCZ INDUSTRIAS ALIMENTICIAS FAGAL S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (GALLETAS - FAGAL );-;;0;0;0;0;0;0;0;0;1391.96;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ MACCAFERRI DE BOLIVIA LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (GAVIONES-MACAFERRI SCZ);-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;33;;;SCZ CIA. INDUSTRIAL COMERCIAL HNOS. VICENTE S.R.L - FAMOSA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HARINA Y FIDEOS- FAMOSA);-;;21193.2;0;0;0;0;0;0;0;0;0;0;0;21193.2;0;0;0;;;;;;;;
64;829;2957;33;;;SCZ CIA. INDUSTRIAL COMERCIAL HNOS. VICENTE S.R.L - FAMOSA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HARINA Y FIDEOS- FAMOSA);-;;0;0;0;0;0;0;0;0;0;0;0;1391.96;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - READY MIX SANTA CRUZ;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HORMIGON - READY MIX SCZ );-;;0;0;12110.4;0;0;0;0;0;0;0;0;0;0;0;12110.4;0;;;;;;;;
64;829;2957;28;;;TRJ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - READY MIX TARIJACRUZ;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HORMIGON - READY MIX TJ );-;;0;0;0;13893.9;0;0;0;0;0;0;0;0;0;0;0;13893.9;;;;;;;;
64;829;2957;28;;;TRJ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - READY MIX TARIJACRUZ;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (HORMIGON - READY MIX TJ );-;;0;0;0;0;0;0;0;0;0;0;0;2088;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ INVERSIONES SUCRE S.A. - CONCRETEC;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HORMIGON-VIGUETAS-CONCRETEC);-;;0;26037.36;0;0;0;0;0;0;0;0;0;0;0;26037.36;0;0;;;;;;;;
64;829;2957;28;;;SCZ INVERSIONES SUCRE S.A. - CONCRETEC;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (HORMIGON-VIGUETAS-CONCRETEC);-;;0;0;0;0;0;0;0;3480;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ PREFORTE S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (HORMIGON-VIGUETAS-PREFORTE);-;;0;26037.36;0;0;0;0;0;0;0;0;0;0;0;26037.36;0;0;;;;;;;;
64;829;2957;28;;;SCZ PREFORTE S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (HORMIGON-VIGUETAS-PREFORTE);-;;0;0;0;0;0;0;0;3479.9;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ IMPORT EXPORT LAS LOMAS LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (MALLAS - LAS LOMAS);-;;0;0;0;0;0;0;0;12110.4;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ IMPORT EXPORT LAS LOMAS LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO (MALLAS - LAS LOMAS);-;;0;0;0;0;0;0;2088.01;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ PLUS STEEL LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (PERFILES - PLUSTEEL );-;;0;0;0;0;0;0;12110.4;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ PLUS STEEL LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO (PERFILES - PLUSTEEL );-;;0;0;0;0;0;0;0;0;2178.01;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ MONOPOL LTDA.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (PINTURAS -  MONOPOL);-;;0;0;0;0;0;14198.4;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;TRJ MENTAR INDUSTRIAL S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (TUBERIAS - MENTAR );-;;15138;0;0;0;0;0;0;0;0;0;0;0;15138;0;0;0;;;;;;;;
64;829;2957;28;;;TRJ MENTAR INDUSTRIAL S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO (TUBERIAS - MENTAR );-;;0;0;0;0;0;0;0;0;0;0;3479.98;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ TIGRE S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (TUBERIAS - TIGRE);-;;0;0;0;0;0;0;0;0;0;0;0;39205.6;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ HORMIPRET S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO (VIGUETAS-HORMIPRET);-;;0;4178;0;0;0;0;12110.4;0;0;0;0;0;0;4178;0;0;;;;;;;;
64;829;2957;28;;;SCZ HORMIPRET S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (VIGUETAS-HORMIPRET);-;;0;0;0;0;0;0;0;3479.9;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - SOBOPRET;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;Derecho de uso de Sello (Viguetas-SOBOPRET);-;;0;12110;0;0;0;0;0;0;0;0;0;0;0;12110;0;0;;;;;;;;
64;829;2957;28;;;SCZ PLAMAT S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO PLAMAT;-;;0;0;0;0;0;39205.6;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - WARNES;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;Derecho de Uso de Sello- WARNES IP30;-;;0;0;0;0;0;0;12110.4;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;SCZ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - WARNES;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO - WARNES IP30;-;;0;0;0;0;0;0;0;1391.96;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;32;;;SCZ INDUSTRIA DE FRENOS Y EMBRAGUES FRICCION S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO(FRICCI0N);-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;32;;;SCZ INDUSTRIA DE FRENOS Y EMBRAGUES FRICCION S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO (FRICCI0N);-;;0;0;0;0;0;0;0;12110.4;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;TRJ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - EL PUENTE;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO-SOBOCE EL PUENTE IP30-IP40;-;;0;0;0;0;0;0;30881.52;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;TRJ SOCIEDAD BOLIVIANA DE CEMENTO  SOBOCE  S.A.  - EL PUENTE;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO-SOBOCE EL PUENTE IP30-IP40;-;;0;0;0;0;0;3480;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA RL - UNIDAD CEMENTO;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO COBOCE CEMENTO;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA RL - UNIDAD CEMENTO;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO COBOCE CEMENTO;-;;0;0;0;0;0;8352;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA COBOCE RL - UNIDAD CERÁMICA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO COBOCE CERAMICA;-;;0;0;26037.36;0;0;0;0;0;0;0;0;0;0;0;26037.36;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA COBOCE RL - UNIDAD CERÁMICA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO COBOCE CERAMICA;-;;0;0;0;0;0;4648.3;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA RL - UNIDAD HORMIGON;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO COBOCE HORMIGON;-;;0;18711;0;0;0;0;0;0;0;0;0;0;0;18711;0;0;;;;;;;;
64;829;2957;28;;;CBB COOPERATIVA MULTIACTIVA RL - UNIDAD HORMIGON;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO COBOCE HORMIGON;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB INVERSIONES SUCRE S.A. – CONCRETEC COCHABAMBA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO CONCRETEC COCHABAMBA;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB INVERSIONES SUCRE S.A. – CONCRETEC COCHABAMBA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO CONCRETEC COCHABAMBA;-;;0;0;0;0;0;9082.8;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB DISMAT S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO DISMAT ;-;;0;0;0;0;0;0;0;0;28459.44;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB DISMAT S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO DISMAT ;-;;0;4872;0;0;0;0;0;0;0;0;0;0;0;4872;0;0;;;;;;;;
64;829;2957;33;;;CBB EMBOTELLADORA BOLIVIANAS UNIDAS S.A. - COCHABAMBA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO EMBOL COCHABAMBA;-;;0;0;0;0;0;0;0;0;0;26037;0;0;0;0;0;0;;;;;;;;
64;829;2957;33;;;CBB EMBOTELLADORA BOLIVIANAS UNIDAS S.A. - COCHABAMBA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO EMBOL COCHABAMBA;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB INDUSTRIA BOLIVIANA DE TEJAS Y COMPLEMENTOS S.A. - INBOLTECO;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO INBOLTECO ;-;;0;0;0;0;0;0;0;0;0;0;18165.6;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB INDUSTRIA BOLIVIANA DE TEJAS Y COMPLEMENTOS S.A. - INBOLTECO;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYO CON TESTIGO INBOLTECO ;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;33;;;CBB INDUSTRIAS DE ACEITE S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO ACEITE SA ;-;;0;0;0;0;0;0;0;0;0;21193.2;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB INDUSTRIAS DUERO;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO SELLO DUERO;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB MATERIAS PRIMAS INDUSTRIALES - MAPRIN S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO USO DE SELLO MAPRIM ;-;;0;0;0;0;0;0;0;0;0;0;12110.4;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB MATERIAS PRIMAS INDUSTRIALES - MAPRIN S.R.L.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO MAPRIM ;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB O-TEK ARGENTINA S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO O-TEK (RENOVACION);-;;0;0;0;0;0;0;0;30276;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB O-TEK ARGENTINA S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO O-TEK (RENOVACION);-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB PLASTIFORTE S.R.L;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO PLASTIFORTE;-;;0;0;0;16954.56;0;0;0;0;0;0;0;0;0;0;0;16954.56;;;;;;;;
64;829;2957;28;;;CBB PLASTIFORTE S.R.L;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO PLASTIFORTE ;-;;0;0;0;0;0;4872;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB EMPRESA SIDERURGICA DEL PERU S.A.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO SIDERPERU;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CBB SOBOCE S.A. SOBOCE READY MIX - COCHABAMBA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO  SOBOCE READY MIX;-;;14894.4;0;0;0;0;0;0;0;0;0;0;0;14894.4;0;0;0;;;;;;;;
64;829;2957;29;;;CBB UNILEVER BOLIVIA ANDINA S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO UNILEVER;-;;30547.44;0;0;0;0;0;0;0;0;0;0;0;30547.44;0;0;0;;;;;;;;
64;829;2957;29;;;CBB UNILEVER BOLIVIA ANDINA S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO UNILEVER;-;;0;0;0;0;0;0;0;0;0;0;28459;0;0;0;0;0;;;;;;;;
64;829;2957;29;;;CBB UNILEVER BOLIVIA ANDINA S.A.;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO UNILEVER;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CHQ INVERSIONES SUCRE S.A. (CONCRETEC);EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO CONCRETEC -SUCRE - NB 997 Y NB 604;-;;0;0;0;0;0;13920;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CHQ INVERSIONES SUCRE S.A. (CONCRETEC);EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO CONCRETEC -SUCRE - NB 997 Y NB 604;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CHQ FABRICA NACIONAL DE CEMENTO S.A. - FANCESA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO FANCESA SUCRE ;-;;0;0;0;0;0;0;0;0;0;33303.6;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CHQ FABRICA NACIONAL DE CEMENTO S.A. - FANCESA;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;ENSAYOS CON TESTIGO FANCESA SUCRE ;-;;0;0;0;0;0;0;5568;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;POT HAR HORMIGONES;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO HAIR HORMIGONES - POTOSI ;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
64;829;2957;28;;;CHQ O´BARRIO BUENO OB S.R.L;EJECUCIÓN INGRESOS;BOLIVIANOS;SI;DERECHO DE USO DE SELLO OBARRIO BUENO OB SRL ;-;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
